jahr_an_anno,plz_npa,ga_ag,ga_ag_flag,hta_adt_meta_prezzo,hta_adt_meta_prezzo_flag,bevolkerung,anteil_ga_besitzer,anteil_hta_besitzer_
2012,9000,3099.0,,12633.0,,35062.0,8.838628714847983,36.03046032742
2012,9008,536.0,,2664.0,,8091.0,6.624644666913855,32.92547274749722
2012,9015,183.0,,915.0,,4220.0,4.3364928909952605,21.6824644549763
2012,9057,10.98,1.0,241.0,,1015.0,1.0817733990147784,23.74384236453202
2012,9058,10.98,1.0,84.0,,458.0,2.3973799126637556,18.34061135371179
2012,9104,61.0,,582.0,,1774.0,3.4385569334836528,32.807215332581734
2012,9108,33.0,,340.0,,1356.0,2.433628318584071,25.073746312684367
2012,9113,256.0,,1187.0,,3623.0,7.065967430306376,32.762903670990895
2012,9122,39.0,,254.0,,825.0,4.7272727272727275,30.78787878787879
2012,9200,800.0,,4904.0,,16070.0,4.978220286247667,30.516490354698195
2012,9204,55.0,,532.0,,2013.0,2.7322404371584703,26.42821659215102
2012,9217,10.98,1.0,125.0,,467.0,2.3511777301927195,26.76659528907923
2012,9225,10.98,1.0,110.0,,583.0,1.8833619210977701,18.867924528301884
2012,9231,10.98,1.0,29.0,,193.0,5.689119170984456,15.025906735751294
2012,9243,60.0,,477.0,,1797.0,3.33889816360601,26.54424040066778
2012,9247,41.0,,421.0,,1457.0,2.8140013726835966,28.89498970487303
2012,9249,24.0,,253.0,,843.0,2.8469750889679717,30.011862396204034
2012,9305,27.0,,229.0,,769.0,3.5110533159947988,29.778933680104032
2012,9306,43.0,,443.0,,1320.0,3.257575757575758,33.56060606060606
2012,9308,10.98,1.0,96.0,,444.0,2.4729729729729732,21.62162162162162
2012,9320,474.0,,3787.0,,14173.0,3.344387215127355,26.719819374867704
2012,9323,104.0,,956.0,,3402.0,3.0570252792475014,28.101116990005877
2012,9327,25.0,,376.0,,1284.0,1.9470404984423675,29.283489096573206
2012,9400,289.0,,2139.0,,8938.0,3.233385544864623,23.93152830610875
2012,9403,260.0,,2453.0,,9130.0,2.8477546549835706,26.867469879518072
2012,9404,200.0,,1852.0,,6989.0,2.8616397195593075,26.49878380311919
2012,9428,80.0,,495.0,,2124.0,3.766478342749529,23.305084745762713
2012,9436,91.0,,1030.0,,4051.0,2.2463589237225374,25.42582078499136
2012,9462,10.98,1.0,227.0,,1861.0,0.5900053734551317,12.197743148844708
2012,9472,167.0,,1585.0,,5783.0,2.887774511499222,27.40791976482794
2012,9478,61.0,,362.0,,1649.0,3.699211643420255,21.952698605215282
2012,9479,28.0,,236.0,,826.0,3.389830508474576,28.571428571428573
2012,9486,10.98,1.0,45.0,,,,
2012,9494,51.0,,692.0,,,,
2012,9497,10.98,1.0,192.0,,,,
2012,9515,10.98,1.0,132.0,,453.0,2.423841059602649,29.13907284768212
2012,9517,10.98,1.0,123.0,,456.0,2.4078947368421053,26.973684210526315
2012,9524,150.0,,1050.0,,3453.0,4.344048653344918,30.40834057341442
2012,9525,10.98,1.0,154.0,,772.0,1.422279792746114,19.94818652849741
2012,9547,10.98,1.0,143.0,,425.0,2.583529411764706,33.64705882352941
2012,9548,114.0,,637.0,,2585.0,4.410058027079304,24.642166344294004
2012,9630,436.0,,1996.0,,6448.0,6.761786600496278,30.955334987593055
2013,1004,1905.0,,8265.0,,28991.0,6.571004794591425,28.50884757338484
2013,1011,9.68776371308017,1.0,36.0,,36.0,26.910454758556025,100.0
2013,1015,132.0,,3584.0,,,,
2013,1020,556.0,,2891.0,,20333.0,2.734471056902572,14.218265873211035
2013,1023,143.0,,1045.0,,7547.0,1.8947926328342386,13.84656154763482
2013,1034,9.68776371308017,1.0,138.0,,915.0,1.058771990500565,15.081967213114753
2013,1040,117.0,,1157.0,,7057.0,1.6579282981436871,16.395068726087572
2013,1044,9.68776371308017,1.0,105.0,,608.0,1.5933821896513438,17.269736842105264
2013,1058,9.68776371308017,1.0,53.0,,459.0,2.110623902631845,11.546840958605666
2013,1070,77.0,,518.0,,2729.0,2.8215463539758154,18.981311835837303
2013,1081,9.68776371308017,1.0,96.0,,539.0,1.7973587593840759,17.810760667903523
2013,1084,9.68776371308017,1.0,158.0,,1095.0,0.8847272797333487,14.429223744292237
2013,1091,102.0,,811.0,,2711.0,3.7624492807082257,29.915160457395796
2013,1095,268.0,,1830.0,,5716.0,4.688593421973407,32.01539538138558
2013,1123,9.68776371308017,1.0,82.0,,532.0,1.8210082167443926,15.413533834586465
2013,1136,9.68776371308017,1.0,87.0,,382.0,2.5360637992356465,22.774869109947645
2013,1144,9.68776371308017,1.0,93.0,,484.0,2.0016040729504483,19.214876033057852
2013,1145,40.0,,231.0,,1515.0,2.6402640264026402,15.247524752475247
2013,1148,62.0,,404.0,,2364.0,2.6226734348561758,17.089678510998308
2013,1163,90.0,,579.0,,2883.0,3.121748178980229,20.083246618106138
2013,1172,23.0,,95.0,,432.0,5.324074074074074,21.99074074074074
2013,1183,28.0,,149.0,,829.0,3.3775633293124248,17.973462002412546
2013,1197,181.0,,1163.0,,3968.0,4.561491935483871,29.309475806451612
2013,1201,501.0,,5937.0,,21285.0,2.3537702607470052,27.892882311486964
2013,1204,174.0,,2251.0,,5491.0,3.1688217082498635,40.99435439810599
2013,1216,23.0,,226.0,,2100.0,1.0952380952380951,10.761904761904761
2013,1217,187.0,,2056.0,,20481.0,0.9130413554025681,10.038572335335187
2013,1231,22.0,,491.0,,2436.0,0.90311986863711,20.1559934318555
2013,1237,9.68776371308017,1.0,157.0,,1770.0,0.5473312832248683,8.870056497175142
2013,1239,24.0,,242.0,,1556.0,1.5424164524421593,15.552699228791774
2013,1243,9.68776371308017,1.0,75.0,,614.0,1.5778116796547506,12.214983713355048
2013,1264,88.0,,461.0,,2120.0,4.150943396226415,21.745283018867926
2013,1271,58.0,,270.0,,976.0,5.942622950819672,27.66393442622951
2013,1272,63.0,,535.0,,1851.0,3.4035656401944894,28.90329551593733
2013,1283,9.68776371308017,1.0,196.0,,1510.0,0.6415737558331238,12.980132450331126
2013,1288,9.68776371308017,1.0,102.0,,1118.0,0.8665262712951851,9.123434704830053
2013,1296,97.0,,841.0,,3056.0,3.174083769633508,27.519633507853403
2013,1312,20.0,,181.0,,1017.0,1.9665683382497543,17.797443461160277
2013,1313,20.0,,56.0,,304.0,6.578947368421053,18.42105263157895
2013,1318,20.0,,120.0,,811.0,2.466091245376079,14.796547472256472
2013,1322,22.0,,89.0,,319.0,6.8965517241379315,27.89968652037618
2013,1345,27.0,,106.0,,536.0,5.037313432835822,19.776119402985074
2013,1346,9.68776371308017,1.0,75.0,,629.0,1.5401850100286438,11.92368839427663
2013,1350,163.0,,1053.0,,6664.0,2.4459783913565425,15.801320528211285
2013,1352,9.68776371308017,1.0,46.0,,292.0,3.3177272990000577,15.753424657534246
2013,1354,9.68776371308017,1.0,46.0,,471.0,2.056850045239951,9.766454352441613
2013,1373,116.0,,556.0,,3953.0,2.9344801416645585,14.065266885909436
2013,1406,9.68776371308017,1.0,70.0,,351.0,2.760046641903182,19.943019943019944
2013,1408,9.68776371308017,1.0,27.0,,130.0,7.452125933138593,20.76923076923077
2013,1418,9.68776371308017,1.0,107.0,,895.0,1.0824316997854937,11.955307262569832
2013,1423,37.0,,144.0,,758.0,4.881266490765172,18.99736147757256
2013,1424,46.0,,187.0,,1001.0,4.595404595404595,18.681318681318682
2013,1445,9.68776371308017,1.0,67.0,,544.0,1.7808389178456194,12.316176470588236
2013,1462,160.0,,531.0,,2912.0,5.4945054945054945,18.234890109890113
2013,1463,9.68776371308017,1.0,25.0,,153.0,6.3318717078955356,16.33986928104575
2013,1486,9.68776371308017,1.0,28.0,,253.0,3.8291556178182486,11.067193675889328
2013,1510,109.0,,662.0,,5802.0,1.878662530162013,11.409858669424336
2013,1521,9.68776371308017,1.0,64.0,,309.0,3.135198612647304,20.71197411003236
2013,1522,64.0,,371.0,,3168.0,2.0202020202020203,11.710858585858587
2013,1525,9.68776371308017,1.0,70.0,,569.0,1.7025946771669895,12.302284710017576
2013,1527,9.68776371308017,1.0,37.0,,361.0,2.683591056254895,10.249307479224377
2013,1528,9.68776371308017,1.0,28.0,,325.0,2.980850373255437,8.615384615384617
2013,1535,9.68776371308017,1.0,45.0,,302.0,3.207868779165619,14.90066225165563
2013,1536,9.68776371308017,1.0,44.0,,411.0,2.3571201248370244,10.705596107055962
2013,1562,38.0,,288.0,,2064.0,1.8410852713178296,13.953488372093023
2013,1580,140.0,,473.0,,3849.0,3.6373083917900755,12.28890620940504
2013,1614,35.0,,181.0,,839.0,4.171632896305125,21.573301549463647
2013,1615,63.0,,235.0,,1429.0,4.408677396780965,16.44506648005598
2013,1630,350.0,,2383.0,,16596.0,2.108941913714148,14.3588816582309
2013,1636,41.0,,256.0,,2500.0,1.6400000000000001,10.24
2013,1638,9.68776371308017,1.0,82.0,,571.0,1.6966311231313782,14.360770577933451
2013,1642,9.68776371308017,1.0,103.0,,1031.0,0.9396473048574363,9.990300678952472
2013,1649,9.68776371308017,1.0,64.0,,605.0,1.6012832583603587,10.578512396694215
2013,1654,9.68776371308017,1.0,38.0,,361.0,2.683591056254895,10.526315789473685
2013,1663,41.0,,238.0,,2067.0,1.9835510401548135,11.514271891630381
2013,1682,38.0,,129.0,,711.0,5.344585091420535,18.143459915611814
2013,1683,9.68776371308017,1.0,82.0,,381.0,2.542720134666711,21.522309711286088
2013,1684,27.0,,97.0,,746.0,3.6193029490616624,13.002680965147453
2013,1686,9.68776371308017,1.0,28.0,,255.0,3.7991230247373213,10.980392156862745
2013,1692,9.68776371308017,1.0,40.0,,487.0,1.9892738630554763,8.213552361396303
2013,1694,35.0,,142.0,,1262.0,2.77337559429477,11.251980982567353
2013,1699,31.0,,118.0,,1153.0,2.6886383347788376,10.23417172593235
2013,1712,136.0,,732.0,,3064.0,4.438642297650131,23.89033942558747
2013,1714,75.0,,341.0,,1808.0,4.148230088495575,18.86061946902655
2013,1719,33.0,,150.0,,1077.0,3.064066852367688,13.927576601671309
2013,1722,47.0,,226.0,,717.0,6.5550906555090656,31.520223152022314
2013,1731,31.0,,149.0,,1100.0,2.8181818181818183,13.545454545454545
2013,1733,24.0,,146.0,,1451.0,1.6540317022742936,10.062026188835286
2013,1735,37.0,,270.0,,1476.0,2.5067750677506773,18.292682926829265
2013,1746,23.0,,109.0,,968.0,2.37603305785124,11.260330578512397
2013,1752,657.0,,2727.0,,12057.0,5.449116695695446,22.617566558845482
2013,1774,36.0,,127.0,,1153.0,3.1222896790980053,11.014744145706851
2013,1786,110.0,,376.0,,1672.0,6.578947368421052,22.48803827751196
2013,1787,31.0,,127.0,,574.0,5.400696864111499,22.125435540069688
2013,1788,20.0,,94.0,,361.0,5.54016620498615,26.038781163434905
2013,1789,65.0,,301.0,,992.0,6.552419354838709,30.34274193548387
2013,1791,54.0,,223.0,,1501.0,3.597601598934044,14.85676215856096
2013,1806,190.0,,1536.0,,5065.0,3.751233958538993,30.325765054294173
2013,1808,30.0,,194.0,,766.0,3.9164490861618804,25.32637075718016
2013,1809,9.68776371308017,1.0,10.75609756097561,2.0,62.0,15.625425343677692,17.348544453186467
2013,1820,685.0,,3741.0,,10603.0,6.460435725737998,35.28246722625672
2013,1824,9.68776371308017,1.0,148.0,,992.0,0.9765890839798558,14.919354838709676
2013,1833,25.0,,172.0,,451.0,5.543237250554324,38.13747228381375
2013,1844,183.0,,1124.0,,5157.0,3.5485747527632348,21.795617607135934
2013,1845,27.0,,186.0,,912.0,2.9605263157894735,20.394736842105264
2013,1868,140.0,,593.0,,4653.0,3.0088115194498175,12.744465935955297
2013,1873,47.0,,271.0,,1793.0,2.6213050752928053,15.114333519241494
2013,1882,52.0,,368.0,,1272.0,4.088050314465408,28.930817610062892
2013,1891,21.0,,125.0,,679.0,3.0927835051546393,18.409425625920473
2013,1898,20.0,,164.0,,951.0,2.103049421661409,17.245005257623554
2013,1899,9.68776371308017,1.0,63.0,,470.0,2.061226321931951,13.404255319148936
2013,1902,31.0,,211.0,,1251.0,2.478017585931255,16.866506794564348
2013,1903,22.0,,114.0,,674.0,3.264094955489614,16.91394658753709
2013,1907,135.0,,572.0,,4993.0,2.7037852994191867,11.456038453835369
2013,1914,9.68776371308017,1.0,105.0,,932.0,1.039459625866971,11.266094420600858
2013,1920,751.0,,3262.0,,17056.0,4.403142589118199,19.125234521575983
2013,1923,27.0,,112.0,,428.0,6.308411214953271,26.16822429906542
2013,1928,21.0,,153.0,,613.0,3.4257748776508974,24.95921696574225
2013,1933,22.0,,114.0,,1036.0,2.1235521235521237,11.003861003861005
2013,1936,66.0,,922.0,,3257.0,2.026404666871354,28.308259134172552
2013,1937,72.0,,301.0,,2483.0,2.8997180829641565,12.122432541280709
2013,1938,9.68776371308017,1.0,49.0,,265.0,3.655759891728366,18.49056603773585
2013,1943,9.68776371308017,1.0,40.0,,288.0,3.363806844819503,13.88888888888889
2013,1946,9.68776371308017,1.0,20.0,,194.0,4.993692635608334,10.309278350515463
2013,1963,158.0,,793.0,,5407.0,2.922137969299057,14.666173478823747
2013,1966,100.0,,779.0,,3161.0,3.163555836760519,24.644099968364443
2013,1973,21.0,,134.0,,497.0,4.225352112676057,26.961770623742456
2013,2012,96.0,,449.0,,1429.0,6.717984604618614,31.42057382785164
2013,2015,8.782178217821782,1.0,153.0,,716.0,1.226561203606394,21.368715083798882
2013,2019,8.782178217821782,1.0,140.0,,764.0,1.1494997667305997,18.32460732984293
2013,2025,26.0,,178.0,,930.0,2.795698924731183,19.13978494623656
2013,2027,8.782178217821782,1.0,60.0,,489.0,1.7959464658122253,12.269938650306749
2013,2046,21.0,,192.0,,1038.0,2.023121387283237,18.497109826589597
2013,2087,34.0,,226.0,,1564.0,2.173913043478261,14.450127877237852
2013,2108,46.0,,397.0,,2784.0,1.6522988505747125,14.260057471264368
2013,2117,8.782178217821782,1.0,69.0,,468.0,1.8765338072268765,14.743589743589743
2013,2127,8.782178217821782,1.0,42.0,,348.0,2.523614430408558,12.068965517241379
2013,2208,36.0,,200.0,,926.0,3.8876889848812093,21.598272138228943
2013,2314,23.0,,126.0,,946.0,2.431289640591966,13.31923890063425
2013,2318,0.0,,29.0,,270.0,0.0,10.74074074074074
2013,2325,8.782178217821782,1.0,25.0,,220.0,3.9918991899189917,11.363636363636363
2013,2338,8.782178217821782,1.0,49.0,,340.0,2.5829935934769948,14.411764705882353
2013,2345,32.0,,243.0,,1736.0,1.8433179723502304,13.997695852534562
2013,2354,0.0,,10.75609756097561,2.0,80.0,0.0,13.445121951219512
2013,2363,8.782178217821782,1.0,10.75609756097561,2.0,133.0,6.6031415171592345,8.08729139922978
2013,2502,2509.0,,6135.0,,17182.0,14.60249097893144,35.705971365382375
2013,2504,1043.0,,3694.0,,17275.0,6.037626628075253,21.383502170767002
2013,2523,8.782178217821782,1.0,164.0,,1011.0,0.8686625339091772,16.2215628090999
2013,2533,179.0,,763.0,,1939.0,9.23156266116555,39.35018050541516
2013,2603,79.0,,316.0,,1363.0,5.796038151137197,23.18415260454879
2013,2604,8.782178217821782,1.0,114.0,,484.0,1.81449963178136,23.553719008264462
2013,2605,90.0,,400.0,,1816.0,4.955947136563877,22.026431718061673
2013,2612,31.0,,102.0,,451.0,6.873614190687362,22.61640798226164
2013,2710,115.0,,611.0,,3538.0,3.250423968343697,17.269643866591295
2013,2713,8.782178217821782,1.0,24.0,,175.0,5.018387553041018,13.714285714285714
2013,2715,8.782178217821782,1.0,10.75609756097561,2.0,66.0,13.306330633063306,16.29711751662971
2013,2736,8.782178217821782,1.0,65.0,,255.0,3.443991457969326,25.49019607843137
2013,2738,57.0,,233.0,,1425.0,4.0,16.350877192982455
2013,2740,426.0,,1603.0,,7619.0,5.5912849455309095,21.039506496915607
2013,2762,8.782178217821782,1.0,31.0,,211.0,4.162169771479517,14.691943127962086
2013,2803,8.782178217821782,1.0,56.0,,275.0,3.1935193519351937,20.363636363636363
2013,2832,8.782178217821782,1.0,56.0,,382.0,2.2989995334611995,14.659685863874346
2013,2842,38.0,,134.0,,600.0,6.333333333333333,22.333333333333332
2013,2854,112.0,,517.0,,3554.0,3.1513787281935848,14.546989307822173
2013,2855,53.0,,210.0,,1173.0,4.518329070758738,17.902813299232736
2013,2882,8.782178217821782,1.0,124.0,,700.0,1.2545968882602545,17.71428571428571
2013,2888,8.782178217821782,1.0,10.75609756097561,2.0,69.0,12.727794518582293,15.588547189819725
2013,2889,8.782178217821782,1.0,10.75609756097561,2.0,128.0,6.861076732673268,8.403201219512194
2013,2902,8.782178217821782,1.0,134.0,,1051.0,0.8356021139697223,12.74976213130352
2013,2903,8.782178217821782,1.0,34.0,,217.0,4.0470867363234015,15.668202764976959
2013,2905,8.782178217821782,1.0,109.0,,748.0,1.1740879970349976,14.572192513368984
2013,2907,8.782178217821782,1.0,10.75609756097561,2.0,161.0,5.454769079392411,6.680805938494167
2013,2908,8.782178217821782,1.0,29.0,,381.0,2.3050336529715962,7.611548556430446
2013,2924,8.782178217821782,1.0,21.0,,209.0,4.201999147283149,10.047846889952153
2013,2944,8.782178217821782,1.0,83.0,,675.0,1.3010634396773009,12.296296296296296
2013,2946,8.782178217821782,1.0,72.0,,416.0,2.111100533130236,17.307692307692307
2013,3004,529.0,,1433.0,,3463.0,15.275772451631534,41.38030609298296
2013,3008,1907.0,,4123.0,,9748.0,19.562987279441938,42.295855560114894
2013,3038,123.0,,591.0,,1359.0,9.050772626931566,43.487858719646795
2013,3042,77.0,,275.0,,737.0,10.44776119402985,37.31343283582089
2013,3048,197.0,,623.0,,1664.0,11.838942307692308,37.43990384615385
2013,3065,651.0,,2739.0,,5885.0,11.062022090059473,46.54205607476636
2013,3067,302.0,,1380.0,,3341.0,9.039209817419934,41.304998503442086
2013,3072,1428.0,,5591.0,,16171.0,8.830622719683383,34.57423783315812
2013,3076,497.0,,2561.0,,6633.0,7.492838836122418,38.609980401025176
2013,3087,11.845238095238095,1.0,143.0,,534.0,2.2182093811307295,26.779026217228466
2013,3089,11.845238095238095,1.0,63.0,,309.0,3.8334103868084446,20.388349514563107
2013,3113,263.0,,1239.0,,2924.0,8.99452804377565,42.3734610123119
2013,3122,312.0,,1589.0,,4187.0,7.451636016240745,37.9508000955338
2013,3125,231.0,,1003.0,,2656.0,8.697289156626507,37.763554216867476
2013,3127,210.0,,551.0,,1605.0,13.08411214953271,34.33021806853583
2013,3144,58.0,,389.0,,1155.0,5.021645021645021,33.679653679653676
2013,3172,183.0,,976.0,,2822.0,6.484762579730687,34.58540042523033
2013,3173,92.0,,525.0,,1475.0,6.237288135593221,35.59322033898305
2013,3177,287.0,,1090.0,,2891.0,9.927360774818402,37.703216879972324
2013,3182,81.0,,612.0,,2407.0,3.3651848774407975,25.42584129621936
2013,3184,218.0,,894.0,,3119.0,6.9894196857967295,28.663033023404935
2013,3233,38.0,,136.0,,461.0,8.24295010845987,29.501084598698483
2013,3251,24.0,,201.0,,819.0,2.93040293040293,24.54212454212454
2013,3252,145.0,,635.0,,2283.0,6.351292159439335,27.814279456855015
2013,3253,46.0,,348.0,,1037.0,4.435872709739634,33.55834136933462
2013,3254,82.0,,312.0,,1177.0,6.966864910790144,26.50807136788445
2013,3267,127.0,,554.0,,1682.0,7.5505350772889415,32.936979785969086
2013,3268,11.845238095238095,1.0,155.0,,481.0,2.462627462627463,32.224532224532226
2013,3302,340.0,,1279.0,,3718.0,9.14470145239376,34.400215169445936
2013,3303,584.0,,2393.0,,5960.0,9.798657718120806,40.151006711409394
2013,3307,11.845238095238095,1.0,38.0,,194.0,6.105792832596955,19.58762886597938
2013,3317,29.0,,145.0,,566.0,5.123674911660777,25.618374558303888
2013,3325,45.0,,270.0,,942.0,4.777070063694268,28.662420382165607
2013,3362,152.0,,534.0,,1546.0,9.83182406209573,34.54075032341527
2013,3367,58.0,,337.0,,1323.0,4.3839758125472414,25.472411186696903
2013,3380,132.0,,713.0,,2395.0,5.511482254697286,29.77035490605428
2013,3400,1901.0,,5891.0,,15506.0,12.25977041145363,37.99174513091706
2013,3413,11.845238095238095,1.0,141.0,,505.0,2.345591702027346,27.92079207920792
2013,3415,324.0,,1475.0,,4317.0,7.505211952744961,34.16724577252722
2013,3432,193.0,,878.0,,3065.0,6.2969004893964104,28.64600326264274
2013,3438,27.0,,148.0,,539.0,5.009276437847866,27.4582560296846
2013,3439,11.845238095238095,1.0,127.0,,530.0,2.234950584007188,23.962264150943398
2013,3455,29.0,,162.0,,597.0,4.857621440536014,27.1356783919598
2013,3463,11.845238095238095,1.0,59.0,,342.0,3.4635199108883317,17.251461988304094
2013,3472,115.0,,497.0,,1689.0,6.808762581409118,29.425695677915925
2013,3475,11.845238095238095,1.0,99.0,,334.0,3.5464784716281716,29.640718562874248
2013,3504,55.0,,283.0,,877.0,6.271379703534778,32.2690992018244
2013,3532,147.0,,638.0,,2204.0,6.669691470054446,28.947368421052634
2013,3533,69.0,,301.0,,1225.0,5.632653061224489,24.57142857142857
2013,3536,11.845238095238095,1.0,132.0,,570.0,2.078111946532999,23.157894736842103
2013,3553,11.845238095238095,1.0,99.0,,540.0,2.193562610229277,18.333333333333332
2013,3600,3379.0,,6659.0,,17136.0,19.718720821662,38.85971055088702
2013,3604,2073.0,,5469.0,,15603.0,13.285906556431456,35.05095174004999
2013,3608,255.0,,949.0,,2324.0,10.972461273666092,40.83476764199656
2013,3627,416.0,,1870.0,,5909.0,7.040108309358605,31.6466407175495
2013,3634,178.0,,830.0,,2436.0,7.307060755336617,34.072249589490966
2013,3674,11.845238095238095,1.0,115.0,,400.0,2.9613095238095237,28.75
2013,3711,23.0,,65.0,,315.0,7.301587301587301,20.634920634920633
2013,3713,104.0,,607.0,,2351.0,4.423649510846449,25.8188005104211
2013,3717,11.845238095238095,1.0,37.0,,166.0,7.135685599541022,22.289156626506028
2013,3724,11.845238095238095,1.0,28.0,,236.0,5.0191686844229215,11.864406779661017
2013,3753,59.0,,195.0,,731.0,8.071135430916552,26.67578659370725
2013,3756,11.845238095238095,1.0,34.0,,235.0,5.040526849037487,14.46808510638298
2013,3758,35.0,,148.0,,566.0,6.18374558303887,26.148409893992934
2013,3776,11.845238095238095,1.0,33.0,,187.0,6.334351922587217,17.647058823529413
2013,3778,54.0,,347.0,,986.0,5.476673427991886,35.19269776876268
2013,3784,11.845238095238095,1.0,105.0,,460.0,2.5750517598343685,22.82608695652174
2013,3792,102.0,,569.0,,1826.0,5.585980284775466,31.16100766703176
2013,3816,11.845238095238095,1.0,76.0,,391.0,3.029472658628669,19.437340153452688
2013,3818,116.0,,1135.0,,3611.0,3.2124065355857105,31.431736361118805
2013,3824,11.845238095238095,1.0,67.0,,240.0,4.9355158730158735,27.916666666666668
2013,3854,27.0,,154.0,,422.0,6.398104265402844,36.492890995260666
2013,3857,11.845238095238095,1.0,86.0,,288.0,4.112929894179894,29.86111111111111
2013,3863,11.845238095238095,1.0,72.0,,227.0,5.218166561778896,31.71806167400881
2013,3907,52.0,,117.0,,413.0,12.590799031476998,28.329297820823246
2013,3911,218.0,,793.0,,1966.0,11.088504577822992,40.33570701932859
2013,3917,52.0,,155.0,,371.0,14.016172506738544,41.77897574123989
2013,3922,180.0,,637.0,,1394.0,12.91248206599713,45.69583931133429
2013,3925,93.0,,500.0,,1396.0,6.661891117478509,35.816618911174785
2013,3928,38.0,,178.0,,445.0,8.539325842696629,40.0
2013,3930,936.0,,3165.0,,7377.0,12.688084587230582,42.90361935746238
2013,3931,90.0,,247.0,,671.0,13.412816691505215,36.810730253353206
2013,3945,185.0,,640.0,,1809.0,10.226644555002764,35.37866224433388
2013,3946,96.0,,280.0,,986.0,9.73630831643002,28.397565922920894
2013,3976,25.0,,181.0,,962.0,2.598752598752599,18.814968814968815
2013,3986,11.845238095238095,1.0,78.0,,210.0,5.640589569160997,37.14285714285714
2013,3989,11.845238095238095,1.0,162.0,,304.0,3.896459899749374,53.28947368421053
2013,3991,11.845238095238095,1.0,40.0,,121.0,9.789452971271153,33.057851239669425
2013,3995,49.0,,253.0,,538.0,9.107806691449813,47.02602230483271
2013,3997,36.0,,158.0,,435.0,8.275862068965518,36.32183908045977
2013,3999,20.0,,75.0,,229.0,8.733624454148472,32.75109170305677
2013,4051,878.0,,4406.0,,9064.0,9.686672550750222,48.6098852603707
2013,4055,1095.0,,6233.0,,20842.0,5.253814413204107,29.905959121005658
2013,4105,99.0,,1069.0,,3255.0,3.0414746543778803,32.84178187403994
2013,4116,10.056338028169014,1.0,173.0,,735.0,1.3682092555331993,23.537414965986397
2013,4117,10.056338028169014,1.0,55.0,,252.0,3.9906103286384975,21.825396825396822
2013,4118,51.0,,442.0,,1291.0,3.9504260263361735,34.23702556158017
2013,4123,715.0,,6222.0,,20249.0,3.5310385698059163,30.72744333053484
2013,4132,564.0,,4962.0,,16953.0,3.326844806228986,29.269155901610336
2013,4142,442.0,,3526.0,,11685.0,3.7826272999572104,30.17543859649123
2013,4143,253.0,,2139.0,,6468.0,3.9115646258503403,33.070500927643785
2013,4223,10.056338028169014,1.0,187.0,,688.0,1.4616770389780545,27.180232558139537
2013,4229,10.056338028169014,1.0,48.0,,281.0,3.5787679815548095,17.08185053380783
2013,4233,10.056338028169014,1.0,136.0,,639.0,1.5737618197447598,21.28325508607199
2013,4243,10.056338028169014,1.0,178.0,,771.0,1.3043239984655013,23.08690012970169
2013,4253,10.056338028169014,1.0,60.0,,418.0,2.405822494777276,14.354066985645932
2013,4254,10.056338028169014,1.0,125.0,,777.0,1.2942519984773506,16.08751608751609
2013,4304,21.0,,171.0,,1065.0,1.9718309859154928,16.056338028169012
2013,4316,10.056338028169014,1.0,153.0,,781.0,1.2876233070638943,19.590268886043535
2013,4413,25.0,,245.0,,935.0,2.6737967914438503,26.203208556149733
2013,4415,145.0,,1138.0,,4996.0,2.9023218574859886,22.77822257806245
2013,4419,55.0,,454.0,,1370.0,4.014598540145985,33.13868613138686
2013,4421,10.056338028169014,1.0,113.0,,383.0,2.6256757253705,29.503916449086166
2013,4423,10.056338028169014,1.0,82.0,,330.0,3.0473751600512164,24.848484848484848
2013,4431,10.056338028169014,1.0,173.0,,637.0,1.5787029871536913,27.1585557299843
2013,4438,42.0,,203.0,,990.0,4.242424242424242,20.505050505050505
2013,4452,64.0,,485.0,,2041.0,3.135717785399314,23.762861342479177
2013,4458,10.056338028169014,1.0,134.0,,516.0,1.948902718637406,25.968992248062015
2013,4463,22.0,,268.0,,961.0,2.2892819979188346,27.88761706555671
2013,4464,27.0,,287.0,,938.0,2.878464818763326,30.597014925373134
2013,4515,153.0,,648.0,,1640.0,9.329268292682926,39.512195121951216
2013,4524,45.0,,330.0,,1157.0,3.8893690579083837,28.52203975799481
2013,4525,10.056338028169014,1.0,45.0,,168.0,5.985915492957746,26.785714285714285
2013,4542,143.0,,915.0,,3366.0,4.248366013071895,27.183600713012478
2013,4566,121.0,,842.0,,2928.0,4.132513661202186,28.756830601092897
2013,4574,60.0,,359.0,,994.0,6.036217303822938,36.116700201207244
2013,4581,10.056338028169014,1.0,94.0,,266.0,3.7805782060785766,35.338345864661655
2013,4585,10.056338028169014,1.0,79.0,,331.0,3.038168588570699,23.867069486404834
2013,4617,69.0,,406.0,,1641.0,4.204753199268739,24.741011578305912
2013,4622,141.0,,674.0,,3308.0,4.262394195888755,20.37484885126965
2013,4653,118.0,,469.0,,2151.0,5.485820548582055,21.803812180381218
2013,4712,66.0,,328.0,,1665.0,3.963963963963964,19.6996996996997
2013,4715,28.0,,125.0,,541.0,5.175600739371534,23.10536044362292
2013,4717,90.0,,402.0,,2201.0,4.08905043162199,18.26442526124489
2013,4718,10.056338028169014,1.0,129.0,,631.0,1.5937144260172764,20.44374009508716
2013,4800,1395.0,,3831.0,,10192.0,13.687205651491366,37.588304552590266
